unique_values,counts
['Drug - has metabolite - ChemicalSubstance - negatively regulates - Protein - positively regulates - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease'],1
"['Drug - chemically similar to - Protein - participates in - MolecularActivity - decreases abundance of - ChemicalSubstance - positively correlated with - Disease', 'Drug - chemically similar to - Protein - positively regulates - BiologicalProcess - occurs in - CellularComponent - participates in - MolecularActivity - decreases abundance of - ChemicalSubstance - positively correlated with - Disease']",1
['Drug - decreases activity of - Protein - positively correlated with - BiologicalProcess - located in - GrossAnatomicalStructure - correlated with - GeneFamily - correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - positively correlated with - BiologicalProcess - located in - GrossAnatomicalStructure - correlated with - GeneFamily - correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - negatively regulates - Protein - located in - GrossAnatomicalStructure - positively correlated with - BiologicalProcess - contributes to - Disease', 'Drug - negatively regulates - Protein - positively regulates - MolecularActivity - negatively correlated with - BiologicalProcess - contributes to - Disease']",1
['Drug - negatively regulates - Protein - positively correlated with - ChemicalSubstance - contributes to - Disease'],1
['Drug - negatively regulates - Protein - located in - CellularComponent - positively regulates - BiologicalProcess - occurs in - OrganismTaxon - causes - Disease'],1
['Drug - increases degradation of - ChemicalSubstance - causes - Disease'],1
"['Drug - increases activity of - Protein - negatively regulates - Pathway - decreases abundance of - ChemicalSubstance - manifestation of - Disease', 'Drug - increases activity of - Protein - located in - GrossAnatomicalStructure - increases degradation of - ChemicalSubstance - manifestation of - Disease', 'Drug - increases activity of - BiologicalProcess - increases degradation of - ChemicalSubstance - manifestation of - Disease']",1
"['Drug - regulates - Protein - participates in - BiologicalProcess - positively correlated with - Disease', 'Drug - negatively regulates - BiologicalProcess - positively correlated with - Disease']",1
['Drug - positively regulates - Protein - positively correlated with - ChemicalSubstance - participates in - BiologicalProcess - negatively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - positively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - positively correlated with - PhenotypicFeature - positively correlated with - Disease', 'Drug - decreases activity of - Protein - participates in - BiologicalProcess - decreases abundance of - ChemicalSubstance - positively correlated with - PhenotypicFeature - positively correlated with - Disease', 'Drug - decreases activity of - Protein - participates in - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - Protein - correlated with - Disease', 'Drug - decreases activity of - Protein - positively correlated with - PhenotypicFeature - positively correlated with - Disease']",1
['Drug - produces - ChemicalSubstance - causes - BiologicalProcess - occurs in - OrganismTaxon - causes - Disease'],1
['Drug - chemically similar to - ChemicalSubstance - increases activity of - Protein - participates in - BiologicalProcess - negatively regulates - Disease'],1
['Drug - negatively regulates - Protein - participates in - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - negatively regulates - Protein - positively correlated with - BiologicalProcess - affects risk for - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - negatively correlated with - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease', 'Drug - negatively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - negatively correlated with - GrossAnatomicalStructure - positively correlated with - Disease', 'Drug - decreases activity of - GeneFamily - regulates - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease', 'Drug - decreases activity of - GeneFamily - regulates - BiologicalProcess - positively correlated with - Disease']",1
"['Drug - negatively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - negatively regulates - Protein - positively regulates - BiologicalProcess - positively correlated with - Disease']",1
['Drug - decreases activity of - Protein - positively regulates - MolecularActivity - positively regulates - Pathway - positively correlated with - BiologicalProcess - positively correlated with - Disease'],1
"['Drug - increases activity of - Protein - negatively regulates - BiologicalProcess - increases abundance of - ChemicalSubstance - correlated with - PhenotypicFeature - contributes to - Disease', 'Drug - increases activity of - Protein - negatively correlated with - PhenotypicFeature - contributes to - Disease', 'Drug - negatively regulates - BiologicalProcess - increases abundance of - ChemicalSubstance - correlated with - PhenotypicFeature - contributes to - Disease']",1
['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - positively correlated with - Disease', 'Drug - increases abundance of - ChemicalSubstance - positively correlated with - Disease', 'Drug - positively regulates - BiologicalProcess - negatively correlated with - Disease']",1
['Drug - disrupts - CellularComponent - occurs in - OrganismTaxon - causes - Disease'],1
['Drug - has metabolite - ChemicalSubstance - increases activity of - Protein - negatively correlated with - BiologicalProcess - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - increases stability of - Protein - enables - MolecularActivity - causes - BiologicalProcess - causes - Disease'],1
['Drug - negatively regulates - Protein - negatively correlated with - BiologicalProcess - disrupts - CellularComponent - in taxon - OrganismTaxon - causes - Disease'],1
"['Drug - decreases activity of - Protein - participates in - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - Protein - participates in - BiologicalProcess - increases abundance of - ChemicalSubstance - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - increases abundance of - ChemicalSubstance - positively correlated with - PhenotypicFeature - manifestation of - Disease']",1
['Drug - increases activity of - Protein - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - negatively correlated with - BiologicalProcess - located in - GrossAnatomicalStructure - location of - Disease'],1
['Drug - disrupts - CellularComponent - in taxon - OrganismTaxon - positively correlated with - Disease'],1
['Drug - negatively regulates - Protein - participates in - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease'],1
